,timestamps,x,y,z
0,1528302783000000000,-0.047139999999999994,-0.607691,-0.067634
2,1528302783000000000,-0.06648,-0.24041700000000002,0.010962000000000001
3,1528302783000000000,-0.062894,-0.145425,0.048663
4,1528302783000000000,-0.033799,-0.053288,0.12128399999999999
5,1528302783000000000,-0.03417,0.101579,0.11598299999999999
6,1528302783000000000,-0.036088999999999996,0.174271,0.16756300000000002
7,1528302783000000000,-0.081415,0.21885300000000002,0.08471000000000001
8,1528302783000000000,-0.104957,0.24896300000000002,0.021884999999999998
9,1528302783000000000,-0.110678,0.243657,0.061179
10,1528302783000000000,-0.14891,0.28218200000000004,0.196616
11,1528302783000000000,-0.151678,0.21061799999999997,0.288639
12,1528302783000000000,-0.138323,0.138825,0.252173
13,1528302783000000000,-0.142593,0.031185,0.2139
14,1528302783000000000,-0.16226400000000002,-0.030529,0.26111100000000004
15,1528302783000000000,-0.190085,-0.087604,0.32457600000000003
16,1528302783000000000,-0.20896599999999999,-0.028156,0.288559
17,1528302783000000000,-0.098481,0.041634,0.043085000000000005
18,1528302783000000000,-0.05919,-0.061809,0.165653
19,1528302783000000000,-0.103352,-0.127338,0.206879
20,1528302783000000000,-0.227638,-0.19959100000000002,0.113373
21,1528302783000000000,-0.290487,-0.11355799999999999,0.09888
22,1528302783000000000,-0.197603,-0.07292699999999999,0.016575
23,1528302783000000000,-0.343864,0.21093800000000001,-0.322282
24,1528302783000000000,-0.30451100000000003,0.140584,0.290674
26,1528302783000000000,-0.248824,-0.01595,0.017529
27,1528302783000000000,-0.3434,-0.181118,-0.054641999999999996
28,1528302783000000000,-0.280017,-0.138462,-0.015788
29,1528302783000000000,-0.22044499999999997,-0.06627999999999999,0.105548
30,1528302783000000000,-0.245166,-0.184221,0.126297
31,1528302783000000000,-0.406902,-0.21611999999999998,0.085754
32,1528302783000000000,-0.41561099999999995,-0.190471,0.224309
33,1528302783000000000,-0.312158,-0.085381,0.322918
34,1528302783000000000,-0.49252399999999996,0.321038,0.092074
35,1528302783000000000,-0.22496300000000002,-0.23345900000000003,0.023951
36,1528302783000000000,-0.346465,-0.145097,0.184305
37,1528302783000000000,-0.433733,-0.127659,0.257577
38,1528302783000000000,-0.403737,-0.163211,0.165452
39,1528302783000000000,-0.372909,-0.170604,0.174284
40,1528302783000000000,-0.297241,-0.132402,0.130441
41,1528302783000000000,-0.336472,-0.033960000000000004,0.152509
42,1528302783000000000,-0.25619200000000003,-0.012181,0.382036
43,1528302783000000000,-0.033089999999999994,-0.12809,0.647357
44,1528302783000000000,-0.027989,-0.029858999999999997,0.735946
45,1528302783000000000,-0.039367,-0.084993,0.573384
46,1528302783000000000,-0.121331,-0.093429,0.46328500000000006
