,timestamps,x,y,z
0,1528302783000000000,-13.998351999999999,-4.76115,-40.22525
2,1528302783000000000,-14.813538000000001,-2.207989,-40.056061
3,1528302783000000000,-16.227234,0.8724709999999999,-39.653197999999996
4,1528302783000000000,-17.272659,3.200703,-37.757385
5,1528302783000000000,-18.467254999999998,4.330662,-38.114715999999994
6,1528302783000000000,-18.692978,3.956715,-38.413757000000004
7,1528302783000000000,-18.470703,3.130939,-38.64447
8,1528302783000000000,-18.251617,1.555134,-38.803191999999996
9,1528302783000000000,-18.633392,-0.093365,-38.730591
10,1528302783000000000,-19.391296,-1.7405970000000002,-38.203857
11,1528302783000000000,-20.823395,-3.0852169999999997,-37.518433
12,1528302783000000000,-20.904221,-4.360043,-37.222687
13,1528302783000000000,-20.985397,-5.8597529999999995,-37.152771
14,1528302783000000000,-21.14241,-7.284389,-36.631775
15,1528302783000000000,-21.222229000000002,-8.259243,-36.259766
16,1528302783000000000,-20.850310999999998,-8.935802,-36.116577
17,1528302783000000000,-21.154953,-9.90974,-35.817139000000005
18,1528302783000000000,-21.235626,-10.959713,-35.220428000000005
19,1528302783000000000,-20.642242,-12.761959,-35.459198
20,1528302783000000000,-19.600403,-14.716198,-35.328461
21,1528302783000000000,-18.260223,-16.671963,-34.526031
22,1528302783000000000,-16.986710000000002,-17.426754000000003,-35.143035999999995
23,1528302783000000000,-16.913864,-17.877117000000002,-34.995636
24,1528302783000000000,-17.366226,-18.32542,-34.767456
26,1528302783000000000,-16.766342,-18.402782000000002,-34.849365
27,1528302783000000000,-16.541183,-18.178829,-34.550964
28,1528302783000000000,-15.719101,-19.00703,-34.713318
29,1528302783000000000,-15.344726999999999,-19.308422,-34.943634
30,1528302783000000000,-15.196335000000001,-19.758968,-35.022034000000005
31,1528302783000000000,-14.970718,-19.609875,-35.023926
32,1528302783000000000,-15.197098,-19.759121,-34.722046
33,1528302783000000000,-15.573334,-19.832806,-34.343231
34,1528302783000000000,-15.873032,-19.756603,-34.33963
35,1528302783000000000,-16.927032,-20.427654,-33.805695
36,1528302783000000000,-17.008499,-21.477779,-32.908997
37,1528302783000000000,-17.394241,-23.276943,-31.486938000000002
38,1528302783000000000,-17.476547,-24.402172,-30.365540000000003
39,1528302783000000000,-17.55809,-25.527264000000002,-29.544189000000003
40,1528302783000000000,-17.715134,-26.727077,-28.647216999999998
41,1528302783000000000,-17.200867000000002,-28.529842,-27.235107
42,1528302783000000000,-16.536545,-30.408138,-25.974945
43,1528302783000000000,-16.016785000000002,-31.160656,-25.083648999999998
44,1528302783000000000,-15.718506,-31.312084000000002,-24.637512
45,1528302783000000000,-15.793532999999998,-31.461665999999997,-24.862305
46,1528302783000000000,-15.268539,-31.463757,-24.868103
47,1528302783000000000,-14.819275,-31.840405,-25.174529999999997
48,1528302783000000000,-14.746811,-32.290844,-24.877136
49,1528302784000000000,-15.199631,-32.289592999999996,-23.747162
50,1528302784000000000,-16.325592,-32.28529,-23.359741
51,1528302784000000000,-17.000335999999997,-31.982784000000002,-22.976105
52,1528302784000000000,-17.526885999999998,-32.130871,-22.595917
53,1528302784000000000,-18.052521,-32.053951,-22.214813
54,1528302784000000000,-19.855453,-31.597683,-20.318176
55,1528302784000000000,-21.737915,-32.191174,-18.274841000000002
56,1528302784000000000,-22.347137,-32.939983000000005,-15.796142999999999
57,1528302784000000000,-22.506531,-33.840511,-13.472960999999998
58,1528302784000000000,-22.438339000000003,-34.891308,-12.427916999999999
59,1528302784000000000,-22.889145000000003,-34.664837,-11.747069999999999
60,1528302784000000000,-23.561569,-34.062115000000006,-11.812256
61,1528302784000000000,-24.23497,-33.609463,-11.728027
62,1528302784000000000,-25.059464000000002,-33.006541999999996,-10.966553
63,1528302784000000000,-26.036942,-32.778316,-9.604919
64,1528302784000000000,-27.08812,-32.174831,-8.165924
65,1528302784000000000,-28.513245,-31.344814000000003,-6.796906
66,1528302784000000000,-29.113373,-30.66798,-5.662598
67,1528302784000000000,-29.635864,-29.990932,-5.579162999999999
68,1528302784000000000,-29.929382,-29.538829999999997,-7.449127000000001
69,1528302784000000000,-29.696564000000002,-29.088558000000003,-9.849884
70,1528302784000000000,-29.388321,-28.338741,-11.950287
71,1528302784000000000,-29.830521,-26.986492,-12.915009
72,1528302784000000000,-30.277039000000002,-26.159664000000003,-12.981781
73,1528302784000000000,-30.577744,-26.008724,-12.45285
74,1528302784000000000,-30.051849,-26.535228999999998,-13.660767000000002
75,1528302784000000000,-28.621521,-26.764706,-16.152404999999998
76,1528302784000000000,-26.818161,-27.295818,-18.349365
78,1528302784000000000,-26.290146000000004,-27.297328999999998,-19.555176
79,1528302784000000000,-26.139542000000002,-27.14793,-19.556213
80,1528302784000000000,-26.738342,-27.220242,-20.149932999999997
81,1528302784000000000,-26.886886999999998,-26.994534,-20.372405999999998
82,1528302784000000000,-26.959915000000002,-26.544201,-20.444824
83,1528302784000000000,-27.110626,-26.768565999999996,-20.519043
84,1528302784000000000,-26.739731,-27.145565,-19.47464
85,1528302784000000000,-26.444427,-27.897090999999996,-18.805878
86,1528302784000000000,-26.448090000000004,-28.722148999999998,-18.659149
87,1528302784000000000,-25.625168,-29.250439,-18.670319
88,1528302784000000000,-25.554291,-29.626246999999996,-17.62262
89,1528302784000000000,-25.558868,-29.926890999999998,-16.273773000000002
90,1528302784000000000,-26.168549,-31.125439,-14.321838
91,1528302784000000000,-26.476395,-31.725292,-12.145844
92,1528302784000000000,-26.187668,-33.002682,-9.679138
93,1528302784000000000,-25.828812,-34.281321999999996,-5.263184
94,1528302784000000000,-25.391388,-35.034985,-1.446014
95,1528302784000000000,-25.250214,-35.561886,1.250305
96,1528302784000000000,-24.954712,-35.563976000000004,3.047089
97,1528302784000000000,-24.207901,-35.192898,4.915344
98,1528302784000000000,-24.285126,-35.417843,5.440277
99,1528302784000000000,-23.913101,-35.270046,6.8617550000000005
100,1528302785000000000,-23.691605,-35.496456,7.908447
101,1528302785000000000,-23.842438,-35.046383,8.961914
102,1528302785000000000,-23.994141,-34.671413,10.240051
103,1528302785000000000,-23.920898,-34.597118,11.064544999999999
104,1528302785000000000,-24.068878,-34.371303999999995,10.617065
105,1528302785000000000,-24.067642000000003,-34.296124,10.242371
106,1528302785000000000,-23.767731,-35.121685,8.960785000000001
107,1528302785000000000,-24.286545,-35.118373999999996,6.491455
108,1528302785000000000,-24.654297,-35.265331,3.3449400000000002
109,1528302785000000000,-25.095657,-35.261837,-0.100159
110,1528302785000000000,-26.284683,-34.055859000000005,-2.557281
111,1528302785000000000,-27.926498,-32.698727000000005,-3.658783
112,1528302785000000000,-29.56543,-30.666591999999998,-4.832642
113,1528302785000000000,-29.558868,-29.915905,-6.2547
114,1528302785000000000,-29.179748999999997,-29.916591999999998,-7.908875
115,1528302785000000000,-28.429901,-30.669033000000002,-9.045135
116,1528302785000000000,-27.979645,-31.120419000000002,-9.876892
117,1528302785000000000,-27.230362,-31.348370000000003,-9.96106
118,1528302785000000000,-27.680359000000003,-31.346569,-9.956085
119,1528302785000000000,-27.454971,-31.347393,-10.108551
120,1528302785000000000,-27.080582,-31.648784999999997,-10.338928
121,1528302785000000000,-26.707855,-32.175304,-10.270111
122,1528302785000000000,-26.711731,-32.625698,-9.446838
123,1528302785000000000,-26.340027000000003,-33.07748,-8.852753
124,1528302785000000000,-25.966782000000002,-33.379086,-8.633057
125,1528302785000000000,-26.11882,-33.60371,-8.182281
126,1528302785000000000,-26.047119,-33.679592,-6.983397999999999
127,1528302785000000000,-26.500153000000005,-33.828259,-6.003998
129,1528302785000000000,-26.883255,-33.978237,-3.000366
130,1528302785000000000,-26.964828000000004,-33.979229,-0.374481
131,1528302785000000000,-27.046691999999997,-34.055202,2.251099
132,1528302785000000000,-26.679382,-34.432919,4.720551
133,1528302785000000000,-25.56131,-34.813472999999995,6.881714
134,1528302785000000000,-24.518066,-35.343563,8.743103
135,1528302785000000000,-23.39592,-35.498501,9.630188
136,1528302785000000000,-22.648346,-36.251369,9.393951
137,1528302785000000000,-22.27536,-36.478085,9.838898
138,1528302785000000000,-22.426163,-36.627528999999996,9.914978
139,1528302785000000000,-22.951233,-36.175808,10.672577
140,1528302785000000000,-23.175842000000003,-35.650249,11.352142
141,1528302785000000000,-23.622849,-34.523754,11.961547999999999
142,1528302785000000000,-24.372405999999998,-34.220913,12.271027
143,1528302785000000000,-25.419464,-33.616619,12.059967
144,1528302785000000000,-25.941788,-33.314236,11.466919
145,1528302785000000000,-26.985640999999998,-32.709315999999994,9.980804
146,1528302785000000000,-27.880219,-32.329952,8.417175
147,1528302785000000000,-28.771240000000002,-31.949902,5.428497
148,1528302785000000000,-29.588577,-31.720287,2.738403
149,1528302785000000000,-30.101425,-31.490993,-1.755005
150,1528302785000000000,-29.721085,-31.566371999999998,-4.009491000000001
151,1528302786000000000,-28.744460999999998,-32.244411,-5.747986
152,1528302786000000000,-28.073029,-33.147090999999996,-5.758972
153,1528302786000000000,-27.4785,-34.049847,-5.0191040000000005
154,1528302786000000000,-27.406281,-34.275509,-4.270844
155,1528302786000000000,-27.407515999999998,-34.350689,-3.8960879999999998
156,1528302786000000000,-27.107208,-34.276897,-3.8991089999999997
157,1528302786000000000,-26.730515000000004,-34.278057000000004,-4.578247
158,1528302786000000000,-26.734146000000003,-34.953228,-4.205902
159,1528302786000000000,-26.361877000000003,-35.030209,-3.2353520000000002
160,1528302786000000000,-26.516357,-35.630001,-2.411041
161,1528302786000000000,-26.219040000000003,-35.556789,-1.213989
162,1528302786000000000,-26.074844,-35.933223999999996,0.5078739999999999
163,1528302786000000000,-25.853928,-36.15974,1.7796020000000001
164,1528302786000000000,-25.260117,-36.538052,3.6465449999999997
165,1528302786000000000,-25.115935999999998,-36.539790999999994,5.96991
166,1528302786000000000,-24.522476,-36.543468,8.588379
167,1528302786000000000,-24.075943,-35.721615,11.286743
168,1528302786000000000,-23.853882000000002,-35.423321,12.935516
169,1528302786000000000,-23.853973,-35.498287,12.860199
170,1528302786000000000,-22.955475,-36.251568,12.247314
171,1528302786000000000,-22.504822,-36.702877,11.265533
172,1528302786000000000,-22.50238,-37.077099,9.689026
173,1528302786000000000,-23.251953,-37.148967999999996,9.397003
174,1528302786000000000,-24.148834,-36.69511,8.883666999999999
175,1528302786000000000,-24.895737,-35.867168,8.970215
176,1528302786000000000,-25.641357,-35.563549,7.70459
177,1528302786000000000,-25.713805999999998,-36.237209,5.602722
178,1528302786000000000,-26.158157,-36.084423,3.583221
180,1528302786000000000,-26.378113,-35.857723,1.936554
181,1528302786000000000,-27.348755,-35.553204,0.673462
182,1528302786000000000,-27.94725,-34.801128000000006,1.28302
183,1528302786000000000,-28.920196999999998,-33.897533,1.8973389999999999
184,1528302786000000000,-29.590652000000002,-32.994671000000004,1.533325
185,1528302786000000000,-30.110198999999998,-32.466915,0.191132
186,1528302786000000000,-31.453552000000002,-31.261181,-0.539246
187,1528302786000000000,-32.494842999999996,-29.681545,-1.4964600000000001
188,1528302786000000000,-32.935089000000005,-28.928432,-4.188629
189,1528302786000000000,-32.403228999999996,-28.854244,-6.819183
190,1528302786000000000,-31.279312,-29.983059,-8.186066
191,1528302786000000000,-30.610458,-30.961178000000004,-7.297333
192,1528302786000000000,-30.3181,-31.563396,-5.202942
193,1528302786000000000,-30.699249,-31.78793,-3.09967
194,1528302786000000000,-30.553284,-32.238949,-2.203064
195,1528302786000000000,-30.33107,-32.465221,-1.45639
196,1528302786000000000,-30.030655,-32.691158,-1.985626
197,1528302786000000000,-29.731918,-32.917415999999996,-1.8398130000000001
198,1528302786000000000,-29.882645,-32.767086,-1.312561
199,1528302786000000000,-30.335159,-32.690838,-0.182281
200,1528302786000000000,-30.561996,-32.165721999999995,1.3973389999999999
201,1528302786000000000,-31.162322999999997,-31.488917999999998,2.606659
202,1528302787000000000,-31.614838,-31.037975,4.3384089999999995
203,1528302787000000000,-32.062943,-30.136532,5.021973
204,1528302787000000000,-32.513412,-29.685177000000003,5.928711
205,1528302787000000000,-33.335876,-28.107646999999996,7.4440610000000005
206,1528302787000000000,-33.636978000000006,-26.308102,10.754578
207,1528302787000000000,-33.116791,-26.910656,11.721466
208,1528302787000000000,-32.667542,-27.661998999999998,10.813507000000001
209,1528302787000000000,-32.592896,-28.786479999999997,9.158203
210,1528302787000000000,-32.740524,-28.710476,8.335114
